id,title,subtitle,category,subcategory,cover,rating,pages,language,price,is_premium,is_new,is_trending,description
105,Career Guidance Islamic,A comprehensive guide to career guidance islamic,Islamic,Youth & Teens,/covers/cover_105.jpg,3.8,435,urdu,500,true,false,true,"Discover the depth and beauty of Career Guidance Islamic. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
106,Youth and Technology,A comprehensive guide to youth and technology,Islamic,Youth & Teens,/covers/cover_106.jpg,3.9,442,english,450,false,false,false,"Discover the depth and beauty of Youth and Technology. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
107,Social Media for Muslims,A comprehensive guide to social media for muslims,Islamic,Youth & Teens,/covers/cover_107.jpg,4.0,449,bilingual,750,false,false,false,"Discover the depth and beauty of Social Media for Muslims. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
108,University Life,A comprehensive guide to university life,Islamic,Youth & Teens,/covers/cover_108.jpg,4.1,456,urdu,750,false,false,false,"Discover the depth and beauty of University Life. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
109,Islamic Youth Programs,A comprehensive guide to islamic youth programs,Islamic,Youth & Teens,/covers/cover_109.jpg,4.2,463,english,400,false,false,false,"Discover the depth and beauty of Islamic Youth Programs. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
110,Teen Deen,A comprehensive guide to teen deen,Islamic,Youth & Teens,/covers/cover_110.jpg,4.3,470,bilingual,500,true,false,false,"Discover the depth and beauty of Teen Deen. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
111,My First Quran,A comprehensive guide to my first quran,Islamic,Islamic Kids,/covers/cover_111.jpg,4.4,477,urdu,300,false,false,false,"Discover the depth and beauty of My First Quran. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
112,Stories of the Prophets,A comprehensive guide to stories of the prophets,Islamic,Islamic Kids,/covers/cover_112.jpg,4.5,484,english,350,false,false,true,"Discover the depth and beauty of Stories of the Prophets. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
113,Islamic Alphabet,A comprehensive guide to islamic alphabet,Islamic,Islamic Kids,/covers/cover_113.jpg,4.6,491,bilingual,500,false,false,false,"Discover the depth and beauty of Islamic Alphabet. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
114,Five Pillars for Kids,A comprehensive guide to five pillars for kids,Islamic,Islamic Kids,/covers/cover_114.jpg,4.7,498,urdu,300,false,false,false,"Discover the depth and beauty of Five Pillars for Kids. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
115,Ramadan for Children,A comprehensive guide to ramadan for children,Islamic,Islamic Kids,/covers/cover_115.jpg,4.8,105,english,400,true,false,false,"Discover the depth and beauty of Ramadan for Children. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
116,Islamic Moral Stories,A comprehensive guide to islamic moral stories,Islamic,Islamic Kids,/covers/cover_116.jpg,4.9,112,bilingual,450,false,false,false,"Discover the depth and beauty of Islamic Moral Stories. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
117,Prophet Stories for Kids,A comprehensive guide to prophet stories for kids,Islamic,Islamic Kids,/covers/cover_117.jpg,5.0,119,urdu,550,false,false,false,"Discover the depth and beauty of Prophet Stories for Kids. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
118,Allah is One,A comprehensive guide to allah is one,Islamic,Islamic Kids,/covers/cover_118.jpg,5.1,126,english,350,false,false,false,"Discover the depth and beauty of Allah is One. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
119,Islamic Coloring Facts,A comprehensive guide to islamic coloring facts,Islamic,Islamic Kids,/covers/cover_119.jpg,3.5,133,bilingual,250,false,false,true,"Discover the depth and beauty of Islamic Coloring Facts. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
120,Kids Prayer Book,A comprehensive guide to kids prayer book,Islamic,Islamic Kids,/covers/cover_120.jpg,3.6,140,urdu,400,true,false,false,"Discover the depth and beauty of Kids Prayer Book. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
121,Journey to the Hereafter,A comprehensive guide to journey to the hereafter,Islamic,Death & Afterlife,/covers/cover_121.jpg,3.7,147,english,550,false,false,false,"Discover the depth and beauty of Journey to the Hereafter. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
122,Signs of Judgment Day,A comprehensive guide to signs of judgment day,Islamic,Death & Afterlife,/covers/cover_122.jpg,3.8,154,bilingual,350,false,false,false,"Discover the depth and beauty of Signs of Judgment Day. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
123,Grave and Barzakh,A comprehensive guide to grave and barzakh,Islamic,Death & Afterlife,/covers/cover_123.jpg,3.9,161,urdu,400,false,false,false,"Discover the depth and beauty of Grave and Barzakh. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
124,Paradise Description,A comprehensive guide to paradise description,Islamic,Death & Afterlife,/covers/cover_124.jpg,4.0,168,english,400,false,false,false,"Discover the depth and beauty of Paradise Description. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
125,Hellfire Warning,A comprehensive guide to hellfire warning,Islamic,Death & Afterlife,/covers/cover_125.jpg,4.1,175,bilingual,400,true,false,false,"Discover the depth and beauty of Hellfire Warning. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
126,Preparing for Death,A comprehensive guide to preparing for death,Islamic,Death & Afterlife,/covers/cover_126.jpg,4.2,182,urdu,500,false,false,true,"Discover the depth and beauty of Preparing for Death. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
127,Funeral Rites,A comprehensive guide to funeral rites,Islamic,Death & Afterlife,/covers/cover_127.jpg,4.3,189,english,600,false,false,false,"Discover the depth and beauty of Funeral Rites. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
128,Estate Planning Islamic,A comprehensive guide to estate planning islamic,Islamic,Death & Afterlife,/covers/cover_128.jpg,4.4,196,bilingual,500,false,false,false,"Discover the depth and beauty of Estate Planning Islamic. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
129,Remembering Death,A comprehensive guide to remembering death,Islamic,Death & Afterlife,/covers/cover_129.jpg,4.5,203,urdu,450,false,false,false,"Discover the depth and beauty of Remembering Death. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
130,Akhirah Focus,A comprehensive guide to akhirah focus,Islamic,Death & Afterlife,/covers/cover_130.jpg,4.6,210,english,600,true,false,false,"Discover the depth and beauty of Akhirah Focus. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
131,Art of Dawah,A comprehensive guide to art of dawah,Islamic,Dawah & Outreach,/covers/cover_131.jpg,4.7,217,bilingual,350,false,false,false,"Discover the depth and beauty of Art of Dawah. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
132,Sharing Islam,A comprehensive guide to sharing islam,Islamic,Dawah & Outreach,/covers/cover_132.jpg,4.8,224,urdu,550,false,false,false,"Discover the depth and beauty of Sharing Islam. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
133,Ansering Common Questions,A comprehensive guide to ansering common questions,Islamic,Dawah & Outreach,/covers/cover_133.jpg,4.9,231,english,550,false,false,true,"Discover the depth and beauty of Ansering Common Questions. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
134,Interfaith Dialogue,A comprehensive guide to interfaith dialogue,Islamic,Dawah & Outreach,/covers/cover_134.jpg,5.0,238,bilingual,250,false,false,false,"Discover the depth and beauty of Interfaith Dialogue. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
135,Street Dawah Guide,A comprehensive guide to street dawah guide,Islamic,Dawah & Outreach,/covers/cover_135.jpg,5.1,245,urdu,400,true,false,false,"Discover the depth and beauty of Street Dawah Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
136,Dawah for Professionals,A comprehensive guide to dawah for professionals,Islamic,Dawah & Outreach,/covers/cover_136.jpg,3.5,252,english,350,false,false,false,"Discover the depth and beauty of Dawah for Professionals. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
137,Online Dawah,A comprehensive guide to online dawah,Islamic,Dawah & Outreach,/covers/cover_137.jpg,3.6,259,bilingual,550,false,false,false,"Discover the depth and beauty of Online Dawah. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
138,New Muslim Guide,A comprehensive guide to new muslim guide,Islamic,Dawah & Outreach,/covers/cover_138.jpg,3.7,266,urdu,400,false,false,false,"Discover the depth and beauty of New Muslim Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
139,Da'ee Training,A comprehensive guide to da'ee training,Islamic,Dawah & Outreach,/covers/cover_139.jpg,3.8,273,english,450,false,false,false,"Discover the depth and beauty of Da'ee Training. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
140,Effective Communication,A comprehensive guide to effective communication,Islamic,Dawah & Outreach,/covers/cover_140.jpg,3.9,280,bilingual,300,true,false,true,"Discover the depth and beauty of Effective Communication. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
141,Halal Cooking,A comprehensive guide to halal cooking,Islamic,Cooking & Food,/covers/cover_141.jpg,4.0,287,urdu,800,false,false,false,"Discover the depth and beauty of Halal Cooking. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
142,Ramadan Recipes,A comprehensive guide to ramadan recipes,Islamic,Cooking & Food,/covers/cover_142.jpg,4.1,294,english,450,false,false,false,"Discover the depth and beauty of Ramadan Recipes. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
143,Middle Eastern Cuisine,A comprehensive guide to middle eastern cuisine,Islamic,Cooking & Food,/covers/cover_143.jpg,4.2,301,bilingual,750,false,false,false,"Discover the depth and beauty of Middle Eastern Cuisine. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
144,Prophetic Foods Recipes,A comprehensive guide to prophetic foods recipes,Islamic,Cooking & Food,/covers/cover_144.jpg,4.3,308,urdu,500,false,false,false,"Discover the depth and beauty of Prophetic Foods Recipes. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
145,Eid Special Dishes,A comprehensive guide to eid special dishes,Islamic,Cooking & Food,/covers/cover_145.jpg,4.4,315,english,400,true,false,false,"Discover the depth and beauty of Eid Special Dishes. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
146,Healthy Islamic Cooking,A comprehensive guide to healthy islamic cooking,Islamic,Cooking & Food,/covers/cover_146.jpg,4.5,322,bilingual,700,false,false,false,"Discover the depth and beauty of Healthy Islamic Cooking. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
147,Biryani Mastery,A comprehensive guide to biryani mastery,Islamic,Cooking & Food,/covers/cover_147.jpg,4.6,329,urdu,700,false,false,true,"Discover the depth and beauty of Biryani Mastery. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
148,Desserts from Muslim World,A comprehensive guide to desserts from muslim world,Islamic,Cooking & Food,/covers/cover_148.jpg,4.7,336,english,700,false,true,true,"Discover the depth and beauty of Desserts from Muslim World. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
149,Quick Iftar Ideas,A comprehensive guide to quick iftar ideas,Islamic,Cooking & Food,/covers/cover_149.jpg,4.8,343,bilingual,700,false,false,false,"Discover the depth and beauty of Quick Iftar Ideas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
150,Family Meals,A comprehensive guide to family meals,Islamic,Cooking & Food,/covers/cover_150.jpg,4.9,350,urdu,700,true,false,false,"Discover the depth and beauty of Family Meals. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
151,Introduction to AI,A comprehensive guide to introduction to ai,Global,AI & Technology,/covers/cover_151.jpg,5.0,357,english,450,false,false,false,"Discover the depth and beauty of Introduction to AI. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
152,Machine Learning Basics,A comprehensive guide to machine learning basics,Global,AI & Technology,/covers/cover_152.jpg,5.1,364,bilingual,450,false,false,false,"Discover the depth and beauty of Machine Learning Basics. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
153,Future of Technology,A comprehensive guide to future of technology,Global,AI & Technology,/covers/cover_153.jpg,3.5,371,urdu,450,false,false,false,"Discover the depth and beauty of Future of Technology. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
154,AI Ethics,A comprehensive guide to ai ethics,Global,AI & Technology,/covers/cover_154.jpg,3.6,378,english,400,false,true,true,"Discover the depth and beauty of AI Ethics. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
155,Robotics for Beginners,A comprehensive guide to robotics for beginners,Global,AI & Technology,/covers/cover_155.jpg,3.7,385,bilingual,650,true,false,false,"Discover the depth and beauty of Robotics for Beginners. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
156,Python Programming,A comprehensive guide to python programming,Global,AI & Technology,/covers/cover_156.jpg,3.8,392,urdu,300,false,true,true,"Discover the depth and beauty of Python Programming. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
157,Data Science Fundamentals,A comprehensive guide to data science fundamentals,Global,AI & Technology,/covers/cover_157.jpg,3.9,399,english,400,false,false,false,"Discover the depth and beauty of Data Science Fundamentals. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
158,Cybersecurity 101,A comprehensive guide to cybersecurity 101,Global,AI & Technology,/covers/cover_158.jpg,4.0,406,bilingual,550,false,true,true,"Discover the depth and beauty of Cybersecurity 101. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
159,Blockchain Explained,A comprehensive guide to blockchain explained,Global,AI & Technology,/covers/cover_159.jpg,4.1,413,urdu,700,false,false,false,"Discover the depth and beauty of Blockchain Explained. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
160,Cloud Computing,A comprehensive guide to cloud computing,Global,AI & Technology,/covers/cover_160.jpg,4.2,420,english,450,true,true,true,"Discover the depth and beauty of Cloud Computing. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
161,Islamic Spain Guide,A comprehensive guide to islamic spain guide,Global,Travel & Adventure,/covers/cover_161.jpg,4.3,427,bilingual,500,false,false,true,"Discover the depth and beauty of Islamic Spain Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
162,Turkey Travel Guide,A comprehensive guide to turkey travel guide,Global,Travel & Adventure,/covers/cover_162.jpg,4.4,434,urdu,350,false,false,false,"Discover the depth and beauty of Turkey Travel Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
163,Maldives on Budget,A comprehensive guide to maldives on budget,Global,Travel & Adventure,/covers/cover_163.jpg,4.5,441,english,450,false,false,false,"Discover the depth and beauty of Maldives on Budget. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
164,Hajj Journey Planner,A comprehensive guide to hajj journey planner,Global,Travel & Adventure,/covers/cover_164.jpg,4.6,448,bilingual,400,false,false,false,"Discover the depth and beauty of Hajj Journey Planner. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
165,Middle East Explorer,A comprehensive guide to middle east explorer,Global,Travel & Adventure,/covers/cover_165.jpg,4.7,455,urdu,800,true,false,false,"Discover the depth and beauty of Middle East Explorer. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
166,Morocco Travel,A comprehensive guide to morocco travel,Global,Travel & Adventure,/covers/cover_166.jpg,4.8,462,english,600,false,false,false,"Discover the depth and beauty of Morocco Travel. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
167,Dubai Adventures,A comprehensive guide to dubai adventures,Global,Travel & Adventure,/covers/cover_167.jpg,4.9,469,bilingual,400,false,false,false,"Discover the depth and beauty of Dubai Adventures. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
168,Historical Islamic Sites,A comprehensive guide to historical islamic sites,Global,Travel & Adventure,/covers/cover_168.jpg,5.0,476,urdu,750,false,false,true,"Discover the depth and beauty of Historical Islamic Sites. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
169,Umrah Travel Tips,A comprehensive guide to umrah travel tips,Global,Travel & Adventure,/covers/cover_169.jpg,5.1,483,english,700,false,false,false,"Discover the depth and beauty of Umrah Travel Tips. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
170,World Heritage Sites,A comprehensive guide to world heritage sites,Global,Travel & Adventure,/covers/cover_170.jpg,3.5,490,bilingual,450,true,false,false,"Discover the depth and beauty of World Heritage Sites. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
171,Emotional Intelligence,A comprehensive guide to emotional intelligence,Global,Psychology,/covers/cover_171.jpg,3.6,497,urdu,550,false,false,false,"Discover the depth and beauty of Emotional Intelligence. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
172,Cognitive Psychology,A comprehensive guide to cognitive psychology,Global,Psychology,/covers/cover_172.jpg,3.7,104,english,750,false,false,false,"Discover the depth and beauty of Cognitive Psychology. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
173,Positive Mindset,A comprehensive guide to positive mindset,Global,Psychology,/covers/cover_173.jpg,3.8,111,bilingual,400,false,false,false,"Discover the depth and beauty of Positive Mindset. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
174,Overcoming Anxiety,A comprehensive guide to overcoming anxiety,Global,Psychology,/covers/cover_174.jpg,3.9,118,urdu,500,false,false,false,"Discover the depth and beauty of Overcoming Anxiety. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
175,Building Resilience,A comprehensive guide to building resilience,Global,Psychology,/covers/cover_175.jpg,4.0,125,english,700,true,false,true,"Discover the depth and beauty of Building Resilience. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
176,Mindfulness Guide,A comprehensive guide to mindfulness guide,Global,Psychology,/covers/cover_176.jpg,4.1,132,bilingual,350,false,false,false,"Discover the depth and beauty of Mindfulness Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
177,Habits and Behavior,A comprehensive guide to habits and behavior,Global,Psychology,/covers/cover_177.jpg,4.2,139,urdu,350,false,false,false,"Discover the depth and beauty of Habits and Behavior. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
178,Self-Esteem Boost,A comprehensive guide to self-esteem boost,Global,Psychology,/covers/cover_178.jpg,4.3,146,english,700,false,false,false,"Discover the depth and beauty of Self-Esteem Boost. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
179,Social Psychology,A comprehensive guide to social psychology,Global,Psychology,/covers/cover_179.jpg,4.4,153,bilingual,600,false,false,false,"Discover the depth and beauty of Social Psychology. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
180,Mental Wellness,A comprehensive guide to mental wellness,Global,Psychology,/covers/cover_180.jpg,4.5,160,urdu,600,true,false,false,"Discover the depth and beauty of Mental Wellness. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
181,Effective Communication,A comprehensive guide to effective communication,Global,Relationships,/covers/cover_181.jpg,4.6,167,english,750,false,false,false,"Discover the depth and beauty of Effective Communication. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
182,Building Trust,A comprehensive guide to building trust,Global,Relationships,/covers/cover_182.jpg,4.7,174,bilingual,650,false,false,true,"Discover the depth and beauty of Building Trust. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
183,Conflict Resolution,A comprehensive guide to conflict resolution,Global,Relationships,/covers/cover_183.jpg,4.8,181,urdu,450,false,false,false,"Discover the depth and beauty of Conflict Resolution. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
184,Love Languages,A comprehensive guide to love languages,Global,Relationships,/covers/cover_184.jpg,4.9,188,english,350,false,true,true,"Discover the depth and beauty of Love Languages. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
185,Marriage Counseling,A comprehensive guide to marriage counseling,Global,Relationships,/covers/cover_185.jpg,5.0,195,bilingual,400,true,false,false,"Discover the depth and beauty of Marriage Counseling. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
186,Friendship Quality,A comprehensive guide to friendship quality,Global,Relationships,/covers/cover_186.jpg,5.1,202,urdu,550,false,false,false,"Discover the depth and beauty of Friendship Quality. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
187,Social Skills,A comprehensive guide to social skills,Global,Relationships,/covers/cover_187.jpg,3.5,209,english,350,false,true,true,"Discover the depth and beauty of Social Skills. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
188,Networking Guide,A comprehensive guide to networking guide,Global,Relationships,/covers/cover_188.jpg,3.6,216,bilingual,800,false,false,false,"Discover the depth and beauty of Networking Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
189,Family Dynamics,A comprehensive guide to family dynamics,Global,Relationships,/covers/cover_189.jpg,3.7,223,urdu,750,false,true,true,"Discover the depth and beauty of Family Dynamics. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
190,Empathy Training,A comprehensive guide to empathy training,Global,Relationships,/covers/cover_190.jpg,3.8,230,english,700,true,false,false,"Discover the depth and beauty of Empathy Training. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
191,Entrepreneurship 101,A comprehensive guide to entrepreneurship 101,Global,Business,/covers/cover_191.jpg,3.9,237,bilingual,500,false,false,false,"Discover the depth and beauty of Entrepreneurship 101. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
192,Startup Launchpad,A comprehensive guide to startup launchpad,Global,Business,/covers/cover_192.jpg,4.0,244,urdu,550,false,false,false,"Discover the depth and beauty of Startup Launchpad. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
193,Marketing Mastery,A comprehensive guide to marketing mastery,Global,Business,/covers/cover_193.jpg,4.1,251,english,600,false,false,false,"Discover the depth and beauty of Marketing Mastery. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
194,Leadership Skills,A comprehensive guide to leadership skills,Global,Business,/covers/cover_194.jpg,4.2,258,bilingual,700,false,false,false,"Discover the depth and beauty of Leadership Skills. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
195,Sales Techniques,A comprehensive guide to sales techniques,Global,Business,/covers/cover_195.jpg,4.3,265,urdu,700,true,true,true,"Discover the depth and beauty of Sales Techniques. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
196,Team Management,A comprehensive guide to team management,Global,Business,/covers/cover_196.jpg,4.4,272,english,750,false,false,true,"Discover the depth and beauty of Team Management. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
197,Project Management,A comprehensive guide to project management,Global,Business,/covers/cover_197.jpg,4.5,279,bilingual,300,false,true,true,"Discover the depth and beauty of Project Management. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
198,Business Strategy,A comprehensive guide to business strategy,Global,Business,/covers/cover_198.jpg,4.6,286,urdu,450,false,false,false,"Discover the depth and beauty of Business Strategy. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
199,E-Commerce Guide,A comprehensive guide to e-commerce guide,Global,Business,/covers/cover_199.jpg,4.7,293,english,600,false,false,false,"Discover the depth and beauty of E-Commerce Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
200,Freelancing Success,A comprehensive guide to freelancing success,Global,Business,/covers/cover_200.jpg,4.8,300,bilingual,550,true,false,false,"Discover the depth and beauty of Freelancing Success. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
201,Universe Explained,A comprehensive guide to universe explained,Global,Science,/covers/cover_201.jpg,4.9,307,urdu,750,false,false,false,"Discover the depth and beauty of Universe Explained. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
202,Human Body,A comprehensive guide to human body,Global,Science,/covers/cover_202.jpg,5.0,314,english,800,false,false,false,"Discover the depth and beauty of Human Body. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
203,Quantum Physics,A comprehensive guide to quantum physics,Global,Science,/covers/cover_203.jpg,5.1,321,bilingual,450,false,true,true,"Discover the depth and beauty of Quantum Physics. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
204,Climate Science,A comprehensive guide to climate science,Global,Science,/covers/cover_204.jpg,3.5,328,urdu,400,false,false,false,"Discover the depth and beauty of Climate Science. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
205,Biology Essentials,A comprehensive guide to biology essentials,Global,Science,/covers/cover_205.jpg,3.6,335,english,400,true,false,false,"Discover the depth and beauty of Biology Essentials. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
206,Chemistry Basics,A comprehensive guide to chemistry basics,Global,Science,/covers/cover_206.jpg,3.7,342,bilingual,650,false,false,false,"Discover the depth and beauty of Chemistry Basics. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
207,Astronomy Guide,A comprehensive guide to astronomy guide,Global,Science,/covers/cover_207.jpg,3.8,349,urdu,400,false,false,false,"Discover the depth and beauty of Astronomy Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
208,Scientific Method,A comprehensive guide to scientific method,Global,Science,/covers/cover_208.jpg,3.9,356,english,750,false,false,false,"Discover the depth and beauty of Scientific Method. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
209,Nature Wonders,A comprehensive guide to nature wonders,Global,Science,/covers/cover_209.jpg,4.0,363,bilingual,550,false,true,true,"Discover the depth and beauty of Nature Wonders. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
210,Space Exploration,A comprehensive guide to space exploration,Global,Science,/covers/cover_210.jpg,4.1,370,urdu,700,true,true,true,"Discover the depth and beauty of Space Exploration. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
211,Personal Safety,A comprehensive guide to personal safety,Global,Self-Defense,/covers/cover_211.jpg,4.2,377,english,400,false,true,true,"Discover the depth and beauty of Personal Safety. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
212,Basic Self-Defense,A comprehensive guide to basic self-defense,Global,Self-Defense,/covers/cover_212.jpg,4.3,384,bilingual,500,false,true,true,"Discover the depth and beauty of Basic Self-Defense. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
213,Situational Awareness,A comprehensive guide to situational awareness,Global,Self-Defense,/covers/cover_213.jpg,4.4,391,urdu,300,false,true,true,"Discover the depth and beauty of Situational Awareness. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
